# engine-hybrid-stack control log
sample_rate_hz=48000 frames=726000 bpm=128 beats=28
euclid_steps=11 fills=6 rotate=2 steps_per_beat=4
burst_cluster=4 spacing_samples=360 frames_per_step=5625
euclid_seed=0xc0ffee burst_seed=0xb17eb5e
events=244
index,engine,when_samples,euclid_step,burst_idx,pan,sampler_brightness,sampler_drive,resonator_bloom,resonator_feedback,granular_density,macro_pan
3744,0.817230,0.592224,0.799502,0.905710,0.999536,0.866865
3840,0.817689,0.592025,0.799238,0.905548,0.999535,0.866937
3936,0.818149,0.591825,0.798974,0.905387,0.999534,0.867008
4032,0.818607,0.591626,0.798711,0.905225,0.999533,0.867079
4128,0.819066,0.591426,0.798447,0.905063,0.999532,0.867151
4224,0.819524,0.591227,0.798183,0.904902,0.999531,0.867222
4320,0.819982,0.591028,0.797918,0.904740,0.999531,0.867293
4416,0.820439,0.590828,0.797654,0.904578,0.999530,0.867365
4512,0.820896,0.590629,0.797390,0.904415,0.999529,0.867436
4608,0.821353,0.590430,0.797125,0.904253,0.999528,0.867507
4704,0.821809,0.590230,0.796861,0.904090,0.999527,0.867578
4800,0.822265,0.590031,0.796596,0.903928,0.999526,0.867649
4896,0.822720,0.589832,0.796331,0.903765,0.999526,0.867720
4992,0.823175,0.589632,0.796066,0.903602,0.999525,0.867792
5088,0.823630,0.589433,0.795801,0.903440,0.999524,0.867863
5184,0.824084,0.589234,0.795536,0.903276,0.999523,0.867934
5280,0.824538,0.589034,0.795270,0.903113,0.999522,0.868005
5376,0.824992,0.588835,0.795005,0.902950,0.999521,0.868076
5472,0.825445,0.588636,0.794739,0.902787,0.999520,0.868147
5568,0.825897,0.588436,0.794474,0.902623,0.999519,0.868218
5664,0.826350,0.588237,0.794208,0.902460,0.999518,0.868289
5760,0.826802,0.588038,0.793942,0.902296,0.999518,0.868359
5856,0.827253,0.587838,0.793676,0.902132,0.999517,0.868430
5952,0.827704,0.587639,0.793410,0.901968,0.999516,0.868501
6048,0.828155,0.587440,0.793144,0.901804,0.999515,0.868572
6144,0.828605,0.587241,0.792877,0.901640,0.999514,0.868643
6240,0.829055,0.587041,0.792611,0.901476,0.999513,0.868713
6336,0.829505,0.586842,0.792344,0.901311,0.999512,0.868784
6432,0.829954,0.586643,0.792077,0.901147,0.999511,0.868855
6528,0.830403,0.586443,0.791811,0.900982,0.999510,0.868925
6624,0.830851,0.586244,0.791544,0.900817,0.999509,0.868996
6720,0.831299,0.586045,0.791277,0.900653,0.999508,0.869067
6816,0.831747,0.585846,0.791010,0.900488,0.999507,0.869137
6912,0.832194,0.585646,0.790742,0.900323,0.999506,0.869208
7008,0.832640,0.585447,0.790475,0.900157,0.999505,0.869278
7104,0.833087,0.585248,0.790207,0.899992,0.999504,0.869349
7200,0.833533,0.585048,0.789940,0.899827,0.999503,0.869419
7296,0.833978,0.584849,0.789672,0.899661,0.999502,0.869490
7392,0.834423,0.584650,0.789404,0.899495,0.999501,0.869560
7488,0.834868,0.584451,0.789136,0.899330,0.999500,0.869631
7584,0.835312,0.584251,0.788868,0.899164,0.999499,0.869701
7680,0.835756,0.584052,0.788600,0.898998,0.999498,0.869771
7776,0.836199,0.583853,0.788332,0.898832,0.999497,0.869842
7872,0.836642,0.583654,0.788064,0.898666,0.999496,0.869912
7968,0.837085,0.583454,0.787795,0.898499,0.999495,0.869982
8064,0.837527,0.583255,0.787526,0.898333,0.999494,0.870052
8160,0.837969,0.583056,0.787258,0.898166,0.999493,0.870122
8256,0.838410,0.582857,0.786989,0.898000,0.999492,0.870193
8352,0.838851,0.582658,0.786720,0.897833,0.999491,0.870263
8448,0.839292,0.582458,0.786451,0.897666,0.999490,0.870333
8544,0.839732,0.582259,0.786182,0.897499,0.999489,0.870403
8640,0.840171,0.582060,0.785913,0.897332,0.999488,0.870473
8736,0.840611,0.581861,0.785643,0.897165,0.999487,0.870543
8832,0.841049,0.581662,0.785374,0.896997,0.999486,0.870613
8928,0.841488,0.581462,0.785104,0.896830,0.999484,0.870683
9024,0.841926,0.581263,0.784834,0.896662,0.999483,0.870753
9120,0.842363,0.581064,0.784565,0.896495,0.999482,0.870823
9216,0.842800,0.580865,0.784295,0.896327,0.999481,0.870893
9312,0.843237,0.580666,0.784025,0.896159,0.999480,0.870963
9408,0.843673,0.580467,0.783755,0.895991,0.999479,0.871032
9504,0.844109,0.580267,0.783484,0.895823,0.999478,0.871102
9600,0.844544,0.580068,0.783214,0.895655,0.999477,0.871172
9696,0.844979,0.579869,0.782943,0.895486,0.999476,0.871242
9792,0.845413,0.579670,0.782673,0.895318,0.999474,0.871311
9888,0.845847,0.579471,0.782402,0.895150,0.999473,0.871381
9984,0.846281,0.579272,0.782131,0.894981,0.999472,0.871451
10080,0.846714,0.579073,0.781861,0.894812,0.999471,0.871520
10176,0.847147,0.578873,0.781590,0.894643,0.999470,0.871590
10272,0.847579,0.578674,0.781318,0.894474,0.999469,0.871660
10368,0.848011,0.578475,0.781047,0.894305,0.999467,0.871729
10464,0.848442,0.578276,0.780776,0.894136,0.999466,0.871799
10560,0.848873,0.578077,0.780505,0.893967,0.999465,0.871868
10656,0.849304,0.577878,0.780233,0.893797,0.999464,0.871938
10752,0.849734,0.577679,0.779961,0.893628,0.999463,0.872007
10848,0.850163,0.577480,0.779690,0.893458,0.999462,0.872076
10944,0.850593,0.577281,0.779418,0.893288,0.999460,0.872146
11040,0.851021,0.577081,0.779146,0.893118,0.999459,0.872215
11136,0.851450,0.576882,0.778874,0.892948,0.999458,0.872284
11232,0.851877,0.576683,0.778602,0.892778,0.999457,0.872354
11328,0.852305,0.576484,0.778329,0.892608,0.999455,0.872423
11424,0.852732,0.576285,0.778057,0.892438,0.999454,0.872492
11520,0.853158,0.576086,0.777785,0.892267,0.999453,0.872562
11616,0.853584,0.575887,0.777512,0.892097,0.999452,0.872631
11712,0.854010,0.575688,0.777239,0.891926,0.999450,0.872700
11808,0.854435,0.575489,0.776966,0.891755,0.999449,0.872769
11904,0.854859,0.575290,0.776694,0.891584,0.999448,0.872838
12000,0.855284,0.575091,0.776421,0.891413,0.999447,0.872907
12096,0.855707,0.574892,0.776147,0.891242,0.999445,0.872976
12192,0.856131,0.574693,0.775874,0.891071,0.999444,0.873045
12288,0.856553,0.574494,0.775601,0.890900,0.999443,0.873114
12384,0.856976,0.574295,0.775327,0.890728,0.999441,0.873183
12480,0.857397,0.574096,0.775054,0.890557,0.999440,0.873252
12576,0.857819,0.573897,0.774780,0.890385,0.999439,0.873321
12672,0.858240,0.573698,0.774507,0.890214,0.999438,0.873390
12768,0.858660,0.573499,0.774233,0.890042,0.999436,0.873459
12864,0.859080,0.573300,0.773959,0.889870,0.999435,0.873528
12960,0.859500,0.573101,0.773685,0.889698,0.999434,0.873596
13056,0.859919,0.572902,0.773411,0.889526,0.999432,0.873665
13152,0.860338,0.572703,0.773136,0.889353,0.999431,0.873734
13248,0.860756,0.572504,0.772862,0.889181,0.999430,0.873803
13344,0.861173,0.572305,0.772588,0.889008,0.999428,0.873871
13440,0.861590,0.572107,0.772313,0.888836,0.999427,0.873940
13536,0.862007,0.571908,0.772038,0.888663,0.999426,0.874008
13632,0.862423,0.571709,0.771764,0.888490,0.999424,0.874077
13728,0.862839,0.571510,0.771489,0.888317,0.999423,0.874146
13824,0.863254,0.571311,0.771214,0.888144,0.999421,0.874214
13920,0.863669,0.571112,0.770939,0.887971,0.999420,0.874283
14016,0.864084,0.570913,0.770664,0.887798,0.999419,0.874351
14112,0.864497,0.570714,0.770388,0.887624,0.999417,0.874420
14208,0.864911,0.570515,0.770113,0.887451,0.999416,0.874488
14304,0.865324,0.570317,0.769838,0.887277,0.999414,0.874556
14400,0.865736,0.570118,0.769562,0.887104,0.999413,0.874625
14496,0.866148,0.569919,0.769286,0.886930,0.999412,0.874693
14592,0.866559,0.569720,0.769011,0.886756,0.999410,0.874761
14688,0.866970,0.569521,0.768735,0.886582,0.999409,0.874830
14784,0.867381,0.569322,0.768459,0.886408,0.999407,0.874898
14880,0.867791,0.569124,0.768183,0.886234,0.999406,0.874966
14976,0.868200,0.568925,0.767907,0.886059,0.999404,0.875034
15072,0.868609,0.568726,0.767630,0.885885,0.999403,0.875103
15168,0.869018,0.568527,0.767354,0.885710,0.999401,0.875171
15264,0.869426,0.568329,0.767077,0.885536,0.999400,0.875239
15360,0.869834,0.568130,0.766801,0.885361,0.999398,0.875307
15456,0.870241,0.567931,0.766524,0.885186,0.999397,0.875375
15552,0.870647,0.567732,0.766247,0.885011,0.999395,0.875443
15648,0.871053,0.567533,0.765971,0.884836,0.999394,0.875511
15744,0.871459,0.567335,0.765694,0.884661,0.999392,0.875579
15840,0.871864,0.567136,0.765417,0.884485,0.999391,0.875647
15936,0.872268,0.566937,0.765139,0.884310,0.999389,0.875715
16032,0.872672,0.566739,0.764862,0.884134,0.999388,0.875783
16128,0.873076,0.566540,0.764585,0.883959,0.999386,0.875851
16224,0.873479,0.566341,0.764307,0.883783,0.999385,0.875918
16320,0.873882,0.566142,0.764030,0.883607,0.999383,0.875986
16416,0.874284,0.565944,0.763752,0.883431,0.999382,0.876054
16512,0.874685,0.565745,0.763474,0.883255,0.999380,0.876122
16608,0.875087,0.565546,0.763197,0.883079,0.999379,0.876190
16704,0.875487,0.565348,0.762919,0.882903,0.999377,0.876257
16800,0.875887,0.565149,0.762641,0.882726,0.999376,0.876325
16896,0.876287,0.564951,0.762363,0.882550,0.999374,0.876393
16992,0.876686,0.564752,0.762084,0.882373,0.999372,0.876460
17088,0.877084,0.564553,0.761806,0.882197,0.999371,0.876528
17184,0.877482,0.564355,0.761528,0.882020,0.999369,0.876595
17280,0.877880,0.564156,0.761249,0.881843,0.999368,0.876663
17376,0.878277,0.563957,0.760971,0.881666,0.999366,0.876730
17472,0.878673,0.563759,0.760692,0.881489,0.999364,0.876798
17568,0.879069,0.563560,0.760413,0.881312,0.999363,0.876865
17664,0.879465,0.563362,0.760134,0.881134,0.999361,0.876933
17760,0.879860,0.563163,0.759855,0.880957,0.999359,0.877000
17856,0.880254,0.562965,0.759576,0.880779,0.999358,0.877067
17952,0.880648,0.562766,0.759297,0.880602,0.999356,0.877135
18048,0.881042,0.562568,0.759018,0.880424,0.999355,0.877202
18144,0.881435,0.562369,0.758738,0.880246,0.999353,0.877269
18240,0.881827,0.562171,0.758459,0.880068,0.999351,0.877336
18336,0.882219,0.561972,0.758179,0.879890,0.999350,0.877404
18432,0.882610,0.561774,0.757900,0.879712,0.999348,0.877471
18528,0.883001,0.561575,0.757620,0.879534,0.999346,0.877538
18624,0.883392,0.561377,0.757340,0.879355,0.999344,0.877605
18720,0.883781,0.561178,0.757060,0.879177,0.999343,0.877672
18816,0.884171,0.560980,0.756780,0.878998,0.999341,0.877739
18912,0.884559,0.560781,0.756500,0.878820,0.999339,0.877806
19008,0.884948,0.560583,0.756220,0.878641,0.999338,0.877873
19104,0.885335,0.560384,0.755939,0.878462,0.999336,0.877940
19200,0.885722,0.560186,0.755659,0.878283,0.999334,0.878007
19296,0.886109,0.559988,0.755379,0.878104,0.999332,0.878074
19392,0.886495,0.559789,0.755098,0.877924,0.999331,0.878141
19488,0.886881,0.559591,0.754817,0.877745,0.999329,0.878208
19584,0.887266,0.559392,0.754537,0.877566,0.999327,0.878275
19680,0.887650,0.559194,0.754256,0.877386,0.999325,0.878342
19776,0.888034,0.558996,0.753975,0.877207,0.999324,0.878408
19872,0.888418,0.558797,0.753694,0.877027,0.999322,0.878475
19968,0.888801,0.558599,0.753413,0.876847,0.999320,0.878542
20064,0.889183,0.558401,0.753131,0.876667,0.999318,0.878609
20160,0.889565,0.558202,0.752850,0.876487,0.999317,0.878675
20256,0.889946,0.558004,0.752569,0.876307,0.999315,0.878742
20352,0.890327,0.557806,0.752287,0.876127,0.999313,0.878808
20448,0.890707,0.557607,0.752006,0.875946,0.999311,0.878875
20544,0.891087,0.557409,0.751724,0.875766,0.999309,0.878942
20640,0.891466,0.557211,0.751442,0.875585,0.999307,0.879008
20736,0.891845,0.557013,0.751160,0.875405,0.999306,0.879075
20832,0.892223,0.556814,0.750878,0.875224,0.999304,0.879141
20928,0.892601,0.556616,0.750596,0.875043,0.999302,0.879208
21024,0.892978,0.556418,0.750314,0.874862,0.999300,0.879274
21120,0.893354,0.556220,0.750032,0.874681,0.999298,0.879340
21216,0.893730,0.556022,0.749750,0.874500,0.999296,0.879407
21312,0.894105,0.555823,0.749467,0.874318,0.999294,0.879473
21408,0.894480,0.555625,0.749185,0.874137,0.999293,0.879539
21504,0.894855,0.555427,0.748902,0.873955,0.999291,0.879606
21600,0.895228,0.555229,0.748620,0.873774,0.999289,0.879672
21696,0.895602,0.555031,0.748337,0.873592,0.999287,0.879738
21792,0.895974,0.554833,0.748054,0.873410,0.999285,0.879804
21888,0.896346,0.554634,0.747771,0.873228,0.999283,0.879870
21984,0.896718,0.554436,0.747488,0.873046,0.999281,0.879937
22080,0.897089,0.554238,0.747205,0.872864,0.999279,0.880003
22176,0.897459,0.554040,0.746922,0.872682,0.999277,0.880069
22272,0.897829,0.553842,0.746638,0.872500,0.999275,0.880135
22368,0.898198,0.553644,0.746355,0.872317,0.999273,0.880201
22464,0.898567,0.553446,0.746072,0.872135,0.999271,0.880267
22560,0.898935,0.553248,0.745788,0.871952,0.999269,0.880333
22656,0.899303,0.553050,0.745504,0.871770,0.999267,0.880399
22752,0.899670,0.552852,0.745221,0.871587,0.999266,0.880465
22848,0.900037,0.552654,0.744937,0.871404,0.999264,0.880530
22944,0.900403,0.552456,0.744653,0.871221,0.999262,0.880596
23040,0.900768,0.552258,0.744369,0.871038,0.999260,0.880662
23136,0.901133,0.552060,0.744085,0.870854,0.999258,0.880728
23232,0.901497,0.551862,0.743801,0.870671,0.999256,0.880794
23328,0.901861,0.551664,0.743517,0.870488,0.999254,0.880859
23424,0.902224,0.551466,0.743232,0.870304,0.999251,0.880925
23520,0.902587,0.551268,0.742948,0.870120,0.999249,0.880991
23616,0.902949,0.551070,0.742663,0.869937,0.999247,0.881056
23712,0.903310,0.550872,0.742379,0.869753,0.999245,0.881122
23808,0.903671,0.550675,0.742094,0.869569,0.999243,0.881188
23904,0.904032,0.550477,0.741809,0.869385,0.999241,0.881253
24000,0.904391,0.550279,0.741525,0.869201,0.999239,0.881319
24096,0.904751,0.550081,0.741240,0.869016,0.999237,0.881384
24192,0.905109,0.549883,0.740955,0.868832,0.999235,0.881450
24288,0.905467,0.549685,0.740670,0.868648,0.999233,0.881515
24384,0.905825,0.549487,0.740384,0.868463,0.999231,0.881580
24480,0.906182,0.549290,0.740099,0.868278,0.999229,0.881646
24576,0.906538,0.549092,0.739814,0.868094,0.999227,0.881711
24672,0.906894,0.548894,0.739528,0.867909,0.999225,0.881777
24768,0.907249,0.548696,0.739243,0.867724,0.999222,0.881842
24864,0.907604,0.548499,0.738957,0.867539,0.999220,0.881907
24960,0.907958,0.548301,0.738672,0.867354,0.999218,0.881972
25056,0.908311,0.548103,0.738386,0.867168,0.999216,0.882038
25152,0.908664,0.547905,0.738100,0.866983,0.999214,0.882103
25248,0.909017,0.547708,0.737814,0.866798,0.999212,0.882168
25344,0.909368,0.547510,0.737528,0.866612,0.999210,0.882233
25440,0.909719,0.547312,0.737242,0.866426,0.999207,0.882298
25536,0.910070,0.547115,0.736956,0.866241,0.999205,0.882363
25632,0.910420,0.546917,0.736670,0.866055,0.999203,0.882428
25728,0.910769,0.546719,0.736383,0.865869,0.999201,0.882493
25824,0.911118,0.546522,0.736097,0.865683,0.999199,0.882558
25920,0.911467,0.546324,0.735810,0.865497,0.999196,0.882623
26016,0.911814,0.546127,0.735524,0.865310,0.999194,0.882688
26112,0.912161,0.545929,0.735237,0.865124,0.999192,0.882753
26208,0.912508,0.545732,0.734950,0.864938,0.999190,0.882818
26304,0.912854,0.545534,0.734664,0.864751,0.999187,0.882883
26400,0.913199,0.545336,0.734377,0.864564,0.999185,0.882948
26496,0.913544,0.545139,0.734090,0.864378,0.999183,0.883012
26592,0.913888,0.544941,0.733803,0.864191,0.999181,0.883077
26688,0.914231,0.544744,0.733516,0.864004,0.999178,0.883142
26784,0.914574,0.544546,0.733228,0.863817,0.999176,0.883206
26880,0.914917,0.544349,0.732941,0.863630,0.999174,0.883271
26976,0.915259,0.544152,0.732654,0.863442,0.999172,0.883336
27072,0.915600,0.543954,0.732366,0.863255,0.999169,0.883400
27168,0.915940,0.543757,0.732079,0.863068,0.999167,0.883465
27264,0.916280,0.543559,0.731791,0.862880,0.999165,0.883530
27360,0.916620,0.543362,0.731503,0.862692,0.999162,0.883594
27456,0.916958,0.543164,0.731216,0.862505,0.999160,0.883659
27552,0.917297,0.542967,0.730928,0.862317,0.999158,0.883723
27648,0.917634,0.542770,0.730640,0.862129,0.999155,0.883787
27744,0.917971,0.542572,0.730352,0.861941,0.999153,0.883852
27840,0.918308,0.542375,0.730064,0.861753,0.999151,0.883916
27936,0.918644,0.542178,0.729775,0.861564,0.999148,0.883981
28032,0.918979,0.541980,0.729487,0.861376,0.999146,0.884045
28128,0.919313,0.541783,0.729199,0.861188,0.999144,0.884109
28224,0.919647,0.541586,0.728910,0.860999,0.999141,0.884173
28320,0.919981,0.541389,0.728622,0.860810,0.999139,0.884238
28416,0.920314,0.541191,0.728333,0.860622,0.999136,0.884302
28512,0.920646,0.540994,0.728045,0.860433,0.999134,0.884366
28608,0.920977,0.540797,0.727756,0.860244,0.999132,0.884430
28704,0.921308,0.540600,0.727467,0.860055,0.999129,0.884494
28800,0.921639,0.540403,0.727178,0.859866,0.999127,0.884558
28896,0.921968,0.540205,0.726889,0.859677,0.999124,0.884622
28992,0.922298,0.540008,0.726600,0.859487,0.999122,0.884687
29088,0.922626,0.539811,0.726311,0.859298,0.999120,0.884751
29184,0.922954,0.539614,0.726022,0.859108,0.999117,0.884814
29280,0.923281,0.539417,0.725733,0.858919,0.999115,0.884878
29376,0.923608,0.539220,0.725444,0.858729,0.999112,0.884942
29472,0.923934,0.539023,0.725154,0.858539,0.999110,0.885006
29568,0.924260,0.538826,0.724865,0.858349,0.999107,0.885070
29664,0.924585,0.538629,0.724575,0.858159,0.999105,0.885134
29760,0.924909,0.538432,0.724286,0.857969,0.999102,0.885198
29856,0.925233,0.538235,0.723996,0.857779,0.999100,0.885261
29952,0.925556,0.538038,0.723706,0.857589,0.999097,0.885325
30048,0.925878,0.537841,0.723416,0.857399,0.999095,0.885389
30144,0.926200,0.537644,0.723126,0.857208,0.999092,0.885453
30240,0.926521,0.537447,0.722836,0.857017,0.999090,0.885516
30336,0.926842,0.537250,0.722546,0.856827,0.999087,0.885580
30432,0.927161,0.537053,0.722256,0.856636,0.999085,0.885644
30528,0.927481,0.536856,0.721966,0.856445,0.999082,0.885707
30624,0.927800,0.536659,0.721675,0.856254,0.999079,0.885771
30720,0.928118,0.536462,0.721385,0.856063,0.999077,0.885834
30816,0.928435,0.536265,0.721095,0.855872,0.999074,0.885898
30912,0.928752,0.536068,0.720804,0.855681,0.999072,0.885961
31008,0.929068,0.535872,0.720514,0.855489,0.999069,0.886024
31104,0.929384,0.535675,0.720223,0.855298,0.999066,0.886088
31200,0.929699,0.535478,0.719932,0.855106,0.999064,0.886151
31296,0.930013,0.535281,0.719641,0.854915,0.999061,0.886215
31392,0.930327,0.535084,0.719350,0.854723,0.999059,0.886278
31488,0.930640,0.534888,0.719059,0.854531,0.999056,0.886341
31584,0.930952,0.534691,0.718768,0.854339,0.999053,0.886404
31680,0.931264,0.534494,0.718477,0.854147,0.999051,0.886468
31776,0.931575,0.534298,0.718186,0.853955,0.999048,0.886531
31872,0.931886,0.534101,0.717895,0.853763,0.999045,0.886594
31968,0.932196,0.533904,0.717604,0.853571,0.999043,0.886657
32064,0.932505,0.533708,0.717312,0.853378,0.999040,0.886720
32160,0.932814,0.533511,0.717021,0.853186,0.999037,0.886783
32256,0.933122,0.533314,0.716729,0.852993,0.999035,0.886846
32352,0.933429,0.533118,0.716438,0.852801,0.999032,0.886909
32448,0.933736,0.532921,0.716146,0.852608,0.999029,0.886972
32544,0.934042,0.532725,0.715854,0.852415,0.999026,0.887035
32640,0.934348,0.532528,0.715562,0.852222,0.999024,0.887098
32736,0.934653,0.532331,0.715271,0.852029,0.999021,0.887161
32832,0.934957,0.532135,0.714979,0.851836,0.999018,0.887224
32928,0.935260,0.531938,0.714687,0.851643,0.999016,0.887287
33024,0.935563,0.531742,0.714394,0.851449,0.999013,0.887350
33120,0.935866,0.531545,0.714102,0.851256,0.999010,0.887412
33216,0.936167,0.531349,0.713810,0.851062,0.999007,0.887475
33312,0.936468,0.531153,0.713518,0.850869,0.999004,0.887538
33408,0.936769,0.530956,0.713225,0.850675,0.999002,0.887601
33504,0.937069,0.530760,0.712933,0.850481,0.998999,0.887663
33600,0.937368,0.530563,0.712640,0.850287,0.998996,0.887726
33696,0.937666,0.530367,0.712348,0.850093,0.998993,0.887789
33792,0.937964,0.530171,0.712055,0.849899,0.998990,0.887851
33888,0.938261,0.529974,0.711763,0.849705,0.998988,0.887914
33984,0.938558,0.529778,0.711470,0.849511,0.998985,0.887976
34080,0.938854,0.529582,0.711177,0.849316,0.998982,0.888039
34176,0.939149,0.529385,0.710884,0.849122,0.998979,0.888101
34272,0.939444,0.529189,0.710591,0.848927,0.998976,0.888164
34368,0.939738,0.528993,0.710298,0.848733,0.998973,0.888226
34464,0.940031,0.528797,0.710005,0.848538,0.998971,0.888288
34560,0.940324,0.528601,0.709712,0.848343,0.998968,0.888351
34656,0.940616,0.528404,0.709418,0.848148,0.998965,0.888413
34752,0.940907,0.528208,0.709125,0.847953,0.998962,0.888475
34848,0.941198,0.528012,0.708832,0.847758,0.998959,0.888538
34944,0.941488,0.527816,0.708538,0.847563,0.998956,0.888600
35040,0.941777,0.527620,0.708245,0.847367,0.998953,0.888662
35136,0.942066,0.527424,0.707951,0.847172,0.998950,0.888724
35232,0.942354,0.527228,0.707657,0.846977,0.998947,0.888786
35328,0.942641,0.527031,0.707364,0.846781,0.998944,0.888848
35424,0.942928,0.526835,0.707070,0.846585,0.998941,0.888910
35520,0.943214,0.526639,0.706776,0.846389,0.998938,0.888973
35616,0.943500,0.526443,0.706482,0.846194,0.998935,0.889035
35712,0.943785,0.526247,0.706188,0.845998,0.998932,0.889097
35808,0.944069,0.526051,0.705894,0.845802,0.998929,0.889159
35904,0.944352,0.525855,0.705600,0.845605,0.998926,0.889220
36000,0.944635,0.525660,0.705306,0.845409,0.998923,0.889282
36096,0.944917,0.525464,0.705012,0.845213,0.998920,0.889344
36192,0.945199,0.525268,0.704717,0.845016,0.998917,0.889406
36288,0.945480,0.525072,0.704423,0.844820,0.998914,0.889468
36384,0.945760,0.524876,0.704129,0.844623,0.998911,0.889530
36480,0.946040,0.524680,0.703834,0.844427,0.998908,0.889591
36576,0.946319,0.524484,0.703540,0.844230,0.998905,0.889653
36672,0.946597,0.524289,0.703245,0.844033,0.998902,0.889715
36768,0.946874,0.524093,0.702950,0.843836,0.998899,0.889777
36864,0.947151,0.523897,0.702655,0.843639,0.998896,0.889838
36960,0.947427,0.523701,0.702361,0.843442,0.998893,0.889900
37056,0.947703,0.523505,0.702066,0.843245,0.998890,0.889961
37152,0.947978,0.523310,0.701771,0.843047,0.998887,0.890023
37248,0.948252,0.523114,0.701476,0.842850,0.998884,0.890084
37344,0.948526,0.522918,0.701181,0.842652,0.998881,0.890146
37440,0.948799,0.522723,0.700886,0.842455,0.998878,0.890207
37536,0.949071,0.522527,0.700590,0.842257,0.998874,0.890269
