# engine-macro-orbits control log
sample_rate_hz=48000 frames=869268 bpm=123 beats=32
euclid_steps=15 fills=9 rotate=5 steps_per_beat=8
burst_cluster=5 spacing_samples=300 frames_per_step=2926.83
euclid_seed=0xbad0bee burst_seed=0xf11ed5e
events=765
index,engine,when_samples,euclid_step,burst_idx,pan_seed,macro_orbit,macro_tilt,sampler_contour,sampler_crunch,resonator_damping,resonator_spark,granular_spray
40832,0.981851,0.801294,0.796560,0.368862,0.864879,0.854145,0.919546
40896,0.981950,0.801419,0.796445,0.368619,0.864844,0.854122,0.919590
40960,0.982049,0.801544,0.796329,0.368376,0.864809,0.854099,0.919634
41024,0.982148,0.801669,0.796213,0.368134,0.864774,0.854076,0.919678
41088,0.982246,0.801794,0.796097,0.367892,0.864739,0.854053,0.919723
41152,0.982344,0.801919,0.795982,0.367650,0.864705,0.854030,0.919767
41216,0.982442,0.802044,0.795866,0.367409,0.864670,0.854007,0.919811
41280,0.982539,0.802169,0.795750,0.367168,0.864636,0.853984,0.919855
41344,0.982636,0.802294,0.795634,0.366927,0.864602,0.853961,0.919899
41408,0.982733,0.802419,0.795518,0.366686,0.864567,0.853938,0.919943
41472,0.982830,0.802544,0.795402,0.366446,0.864534,0.853915,0.919987
41536,0.982926,0.802669,0.795286,0.366206,0.864500,0.853892,0.920031
41600,0.983023,0.802794,0.795170,0.365967,0.864466,0.853869,0.920076
41664,0.983119,0.802918,0.795054,0.365727,0.864433,0.853846,0.920120
41728,0.983214,0.803043,0.794938,0.365488,0.864399,0.853823,0.920164
41792,0.983309,0.803168,0.794822,0.365250,0.864366,0.853800,0.920208
41856,0.983405,0.803293,0.794706,0.365011,0.864333,0.853776,0.920252
41920,0.983499,0.803417,0.794590,0.364773,0.864300,0.853753,0.920296
41984,0.983594,0.803542,0.794474,0.364536,0.864268,0.853730,0.920340
42048,0.983688,0.803667,0.794358,0.364298,0.864235,0.853707,0.920384
42112,0.983782,0.803791,0.794242,0.364061,0.864203,0.853684,0.920427
42176,0.983876,0.803916,0.794126,0.363824,0.864170,0.853661,0.920471
42240,0.983970,0.804041,0.794010,0.363588,0.864138,0.853638,0.920515
42304,0.984063,0.804165,0.793894,0.363351,0.864106,0.853615,0.920559
42368,0.984156,0.804290,0.793778,0.363115,0.864074,0.853592,0.920603
42432,0.984249,0.804414,0.793662,0.362880,0.864042,0.853569,0.920647
42496,0.984341,0.804539,0.793545,0.362644,0.864011,0.853546,0.920691
42560,0.984433,0.804663,0.793429,0.362409,0.863979,0.853523,0.920735
42624,0.984525,0.804788,0.793313,0.362175,0.863948,0.853500,0.920778
42688,0.984617,0.804912,0.793197,0.361940,0.863917,0.853477,0.920822
42752,0.984708,0.805036,0.793081,0.361706,0.863886,0.853454,0.920866
42816,0.984799,0.805161,0.792964,0.361472,0.863855,0.853430,0.920910
42880,0.984890,0.805285,0.792848,0.361239,0.863824,0.853407,0.920953
42944,0.984981,0.805409,0.792732,0.361006,0.863794,0.853384,0.920997
43008,0.985071,0.805533,0.792615,0.360773,0.863763,0.853361,0.921041
43072,0.985161,0.805658,0.792499,0.360540,0.863733,0.853338,0.921085
43136,0.985251,0.805782,0.792383,0.360308,0.863703,0.853315,0.921128
43200,0.985340,0.805906,0.792266,0.360076,0.863673,0.853292,0.921172
43264,0.985429,0.806030,0.792150,0.359844,0.863643,0.853269,0.921216
43328,0.985518,0.806154,0.792033,0.359612,0.863613,0.853246,0.921259
43392,0.985607,0.806278,0.791917,0.359381,0.863584,0.853223,0.921303
43456,0.985696,0.806402,0.791801,0.359151,0.863554,0.853199,0.921347
43520,0.985784,0.806526,0.791684,0.358920,0.863525,0.853176,0.921390
43584,0.985872,0.806650,0.791568,0.358690,0.863496,0.853153,0.921434
43648,0.985959,0.806774,0.791451,0.358460,0.863467,0.853130,0.921477
43712,0.986047,0.806898,0.791335,0.358230,0.863438,0.853107,0.921521
43776,0.986134,0.807022,0.791218,0.358001,0.863410,0.853084,0.921564
43840,0.986221,0.807146,0.791102,0.357772,0.863381,0.853061,0.921608
43904,0.986307,0.807270,0.790985,0.357543,0.863353,0.853037,0.921651
43968,0.986394,0.807394,0.790868,0.357315,0.863324,0.853014,0.921695
44032,0.986480,0.807518,0.790752,0.357087,0.863296,0.852991,0.921738
44096,0.986565,0.807641,0.790635,0.356859,0.863268,0.852968,0.921782
44160,0.986651,0.807765,0.790519,0.356631,0.863240,0.852945,0.921825
44224,0.986736,0.807889,0.790402,0.356404,0.863213,0.852922,0.921869
44288,0.986821,0.808013,0.790285,0.356177,0.863185,0.852898,0.921912
44352,0.986906,0.808136,0.790169,0.355950,0.863158,0.852875,0.921956
44416,0.986990,0.808260,0.790052,0.355724,0.863131,0.852852,0.921999
44480,0.987074,0.808384,0.789935,0.355498,0.863104,0.852829,0.922042
44544,0.987158,0.808507,0.789819,0.355272,0.863077,0.852806,0.922086
44608,0.987242,0.808631,0.789702,0.355047,0.863050,0.852782,0.922129
44672,0.987325,0.808754,0.789585,0.354822,0.863023,0.852759,0.922172
44736,0.987408,0.808878,0.789468,0.354597,0.862997,0.852736,0.922216
44800,0.987491,0.809001,0.789351,0.354372,0.862970,0.852713,0.922259
44864,0.987574,0.809125,0.789235,0.354148,0.862944,0.852690,0.922302
44928,0.987656,0.809248,0.789118,0.353924,0.862918,0.852666,0.922346
44992,0.987738,0.809372,0.789001,0.353700,0.862892,0.852643,0.922389
45056,0.987820,0.809495,0.788884,0.353477,0.862866,0.852620,0.922432
45120,0.987901,0.809618,0.788767,0.353254,0.862840,0.852597,0.922475
45184,0.987982,0.809742,0.788650,0.353031,0.862815,0.852574,0.922519
45248,0.988063,0.809865,0.788533,0.352809,0.862789,0.852550,0.922562
45312,0.988144,0.809988,0.788416,0.352587,0.862764,0.852527,0.922605
45376,0.988224,0.810111,0.788299,0.352365,0.862739,0.852504,0.922648
45440,0.988305,0.810234,0.788183,0.352143,0.862714,0.852481,0.922691
45504,0.988384,0.810358,0.788066,0.351922,0.862689,0.852457,0.922734
45568,0.988464,0.810481,0.787949,0.351701,0.862665,0.852434,0.922777
45632,0.988543,0.810604,0.787832,0.351480,0.862640,0.852411,0.922821
45696,0.988622,0.810727,0.787714,0.351260,0.862616,0.852388,0.922864
45760,0.988701,0.810850,0.787597,0.351040,0.862592,0.852364,0.922907
45824,0.988780,0.810973,0.787480,0.350820,0.862568,0.852341,0.922950
45888,0.988858,0.811096,0.787363,0.350600,0.862544,0.852318,0.922993
45952,0.988936,0.811219,0.787246,0.350381,0.862520,0.852295,0.923036
46016,0.989014,0.811342,0.787129,0.350162,0.862496,0.852271,0.923079
46080,0.989091,0.811465,0.787012,0.349944,0.862473,0.852248,0.923122
46144,0.989168,0.811588,0.786895,0.349725,0.862449,0.852225,0.923165
46208,0.989245,0.811711,0.786778,0.349507,0.862426,0.852201,0.923208
46272,0.989322,0.811834,0.786660,0.349289,0.862403,0.852178,0.923251
46336,0.989398,0.811956,0.786543,0.349072,0.862380,0.852155,0.923294
46400,0.989474,0.812079,0.786426,0.348855,0.862357,0.852132,0.923337
46464,0.989550,0.812202,0.786309,0.348638,0.862335,0.852108,0.923379
46528,0.989626,0.812325,0.786192,0.348421,0.862312,0.852085,0.923422
46592,0.989701,0.812447,0.786074,0.348205,0.862290,0.852062,0.923465
46656,0.989776,0.812570,0.785957,0.347989,0.862268,0.852038,0.923508
46720,0.989851,0.812693,0.785840,0.347774,0.862245,0.852015,0.923551
46784,0.989925,0.812815,0.785722,0.347558,0.862223,0.851992,0.923594
46848,0.989999,0.812938,0.785605,0.347343,0.862202,0.851968,0.923637
46912,0.990073,0.813060,0.785488,0.347128,0.862180,0.851945,0.923679
46976,0.990147,0.813183,0.785370,0.346914,0.862159,0.851922,0.923722
47040,0.990220,0.813305,0.785253,0.346699,0.862137,0.851898,0.923765
47104,0.990293,0.813428,0.785136,0.346486,0.862116,0.851875,0.923808
47168,0.990366,0.813550,0.785018,0.346272,0.862095,0.851852,0.923850
47232,0.990439,0.813673,0.784901,0.346059,0.862074,0.851828,0.923893
47296,0.990511,0.813795,0.784783,0.345846,0.862053,0.851805,0.923936
47360,0.990583,0.813917,0.784666,0.345633,0.862032,0.851782,0.923979
47424,0.990655,0.814040,0.784548,0.345420,0.862012,0.851758,0.924021
47488,0.990726,0.814162,0.784431,0.345208,0.861992,0.851735,0.924064
47552,0.990798,0.814284,0.784313,0.344996,0.861971,0.851712,0.924106
47616,0.990869,0.814407,0.784196,0.344785,0.861951,0.851688,0.924149
47680,0.990939,0.814529,0.784078,0.344573,0.861931,0.851665,0.924192
47744,0.991010,0.814651,0.783961,0.344362,0.861912,0.851642,0.924234
47808,0.991080,0.814773,0.783843,0.344152,0.861892,0.851618,0.924277
47872,0.991150,0.814895,0.783726,0.343941,0.861872,0.851595,0.924319
47936,0.991219,0.815017,0.783608,0.343731,0.861853,0.851571,0.924362
48000,0.991289,0.815139,0.783490,0.343521,0.861834,0.851548,0.924405
48064,0.991358,0.815261,0.783373,0.343312,0.861815,0.851525,0.924447
48128,0.991426,0.815383,0.783255,0.343102,0.861796,0.851501,0.924490
48192,0.991495,0.815505,0.783137,0.342893,0.861777,0.851478,0.924532
48256,0.991563,0.815627,0.783020,0.342685,0.861758,0.851454,0.924575
48320,0.991631,0.815749,0.782902,0.342476,0.861740,0.851431,0.924617
48384,0.991699,0.815871,0.782784,0.342268,0.861721,0.851408,0.924659
48448,0.991766,0.815993,0.782667,0.342060,0.861703,0.851384,0.924702
48512,0.991833,0.816115,0.782549,0.341853,0.861685,0.851361,0.924744
48576,0.991900,0.816237,0.782431,0.341646,0.861667,0.851337,0.924787
48640,0.991967,0.816358,0.782313,0.341439,0.861649,0.851314,0.924829
48704,0.992033,0.816480,0.782195,0.341232,0.861632,0.851290,0.924871
48768,0.992099,0.816602,0.782078,0.341026,0.861614,0.851267,0.924914
48832,0.992165,0.816724,0.781960,0.340819,0.861597,0.851244,0.924956
48896,0.992231,0.816845,0.781842,0.340614,0.861579,0.851220,0.924998
48960,0.992296,0.816967,0.781724,0.340408,0.861562,0.851197,0.925041
49024,0.992361,0.817089,0.781606,0.340203,0.861545,0.851173,0.925083
49088,0.992425,0.817210,0.781488,0.339998,0.861529,0.851150,0.925125
49152,0.992490,0.817332,0.781370,0.339793,0.861512,0.851126,0.925168
49216,0.992554,0.817453,0.781253,0.339589,0.861495,0.851103,0.925210
49280,0.992618,0.817575,0.781135,0.339385,0.861479,0.851079,0.925252
49344,0.992682,0.817696,0.781017,0.339181,0.861463,0.851056,0.925294
49408,0.992745,0.817818,0.780899,0.338978,0.861447,0.851033,0.925337
49472,0.992808,0.817939,0.780781,0.338774,0.861431,0.851009,0.925379
49536,0.992871,0.818060,0.780663,0.338571,0.861415,0.850986,0.925421
49600,0.992933,0.818182,0.780545,0.338369,0.861399,0.850962,0.925463
49664,0.992996,0.818303,0.780427,0.338166,0.861383,0.850939,0.925505
49728,0.993058,0.818424,0.780309,0.337964,0.861368,0.850915,0.925547
49792,0.993119,0.818546,0.780191,0.337763,0.861353,0.850892,0.925589
49856,0.993181,0.818667,0.780072,0.337561,0.861338,0.850868,0.925632
49920,0.993242,0.818788,0.779954,0.337360,0.861323,0.850845,0.925674
49984,0.993303,0.818909,0.779836,0.337159,0.861308,0.850821,0.925716
50048,0.993363,0.819030,0.779718,0.336958,0.861293,0.850798,0.925758
50112,0.993424,0.819152,0.779600,0.336758,0.861278,0.850774,0.925800
50176,0.993484,0.819273,0.779482,0.336558,0.861264,0.850751,0.925842
50240,0.993544,0.819394,0.779364,0.336358,0.861250,0.850727,0.925884
50304,0.993603,0.819515,0.779245,0.336159,0.861236,0.850704,0.925926
50368,0.993662,0.819636,0.779127,0.335959,0.861221,0.850680,0.925968
50432,0.993721,0.819757,0.779009,0.335760,0.861208,0.850657,0.926010
50496,0.993780,0.819878,0.778891,0.335562,0.861194,0.850633,0.926052
50560,0.993838,0.819999,0.778773,0.335363,0.861180,0.850610,0.926094
50624,0.993897,0.820119,0.778654,0.335165,0.861167,0.850586,0.926135
50688,0.993954,0.820240,0.778536,0.334967,0.861153,0.850562,0.926177
50752,0.994012,0.820361,0.778418,0.334770,0.861140,0.850539,0.926219
50816,0.994069,0.820482,0.778299,0.334573,0.861127,0.850515,0.926261
50880,0.994126,0.820603,0.778181,0.334376,0.861114,0.850492,0.926303
50944,0.994183,0.820723,0.778063,0.334179,0.861102,0.850468,0.926345
51008,0.994240,0.820844,0.777944,0.333983,0.861089,0.850445,0.926387
51072,0.994296,0.820965,0.777826,0.333787,0.861076,0.850421,0.926428
51136,0.994352,0.821085,0.777708,0.333591,0.861064,0.850398,0.926470
51200,0.994408,0.821206,0.777589,0.333395,0.861052,0.850374,0.926512
51264,0.994463,0.821327,0.777471,0.333200,0.861040,0.850350,0.926554
51328,0.994518,0.821447,0.777352,0.333005,0.861028,0.850327,0.926595
51392,0.994573,0.821568,0.777234,0.332810,0.861016,0.850303,0.926637
51456,0.994628,0.821688,0.777116,0.332616,0.861004,0.850280,0.926679
51520,0.994682,0.821809,0.776997,0.332422,0.860993,0.850256,0.926721
51584,0.994736,0.821929,0.776879,0.332228,0.860982,0.850233,0.926762
51648,0.994790,0.822050,0.776760,0.332034,0.860970,0.850209,0.926804
51712,0.994843,0.822170,0.776642,0.331841,0.860959,0.850185,0.926846
51776,0.994897,0.822290,0.776523,0.331648,0.860948,0.850162,0.926887
51840,0.994949,0.822411,0.776404,0.331455,0.860937,0.850138,0.926929
51904,0.995002,0.822531,0.776286,0.331263,0.860927,0.850115,0.926970
51968,0.995055,0.822651,0.776167,0.331071,0.860916,0.850091,0.927012
52032,0.995107,0.822771,0.776049,0.330879,0.860906,0.850067,0.927054
52096,0.995159,0.822892,0.775930,0.330687,0.860895,0.850044,0.927095
52160,0.995210,0.823012,0.775811,0.330496,0.860885,0.850020,0.927137
52224,0.995261,0.823132,0.775693,0.330305,0.860875,0.849996,0.927178
52288,0.995312,0.823252,0.775574,0.330114,0.860865,0.849973,0.927220
52352,0.995363,0.823372,0.775456,0.329923,0.860856,0.849949,0.927261
52416,0.995414,0.823492,0.775337,0.329733,0.860846,0.849926,0.927303
52480,0.995464,0.823612,0.775218,0.329543,0.860837,0.849902,0.927344
52544,0.995514,0.823732,0.775099,0.329354,0.860827,0.849878,0.927386
52608,0.995564,0.823852,0.774981,0.329164,0.860818,0.849855,0.927427
52672,0.995613,0.823972,0.774862,0.328975,0.860809,0.849831,0.927468
52736,0.995662,0.824092,0.774743,0.328786,0.860800,0.849807,0.927510
52800,0.995711,0.824212,0.774624,0.328598,0.860791,0.849784,0.927551
52864,0.995759,0.824332,0.774506,0.328409,0.860783,0.849760,0.927593
52928,0.995808,0.824452,0.774387,0.328221,0.860774,0.849736,0.927634
52992,0.995856,0.824572,0.774268,0.328034,0.860766,0.849713,0.927675
53056,0.995903,0.824691,0.774149,0.327846,0.860758,0.849689,0.927717
53120,0.995951,0.824811,0.774030,0.327659,0.860750,0.849665,0.927758
53184,0.995998,0.824931,0.773911,0.327472,0.860742,0.849642,0.927799
53248,0.996045,0.825050,0.773793,0.327285,0.860734,0.849618,0.927841
53312,0.996092,0.825170,0.773674,0.327099,0.860726,0.849594,0.927882
53376,0.996138,0.825290,0.773555,0.326913,0.860719,0.849571,0.927923
53440,0.996184,0.825409,0.773436,0.326727,0.860711,0.849547,0.927964
53504,0.996230,0.825529,0.773317,0.326542,0.860704,0.849523,0.928006
53568,0.996275,0.825648,0.773198,0.326356,0.860697,0.849499,0.928047
53632,0.996321,0.825768,0.773079,0.326171,0.860690,0.849476,0.928088
53696,0.996366,0.825887,0.772960,0.325987,0.860683,0.849452,0.928129
53760,0.996410,0.826007,0.772841,0.325802,0.860676,0.849428,0.928170
53824,0.996455,0.826126,0.772722,0.325618,0.860670,0.849405,0.928211
53888,0.996499,0.826245,0.772603,0.325434,0.860663,0.849381,0.928252
53952,0.996543,0.826365,0.772484,0.325251,0.860657,0.849357,0.928294
54016,0.996586,0.826484,0.772365,0.325067,0.860651,0.849333,0.928335
54080,0.996630,0.826603,0.772246,0.324884,0.860645,0.849310,0.928376
54144,0.996673,0.826723,0.772127,0.324701,0.860639,0.849286,0.928417
54208,0.996716,0.826842,0.772008,0.324519,0.860633,0.849262,0.928458
54272,0.996758,0.826961,0.771889,0.324337,0.860627,0.849238,0.928499
54336,0.996800,0.827080,0.771770,0.324155,0.860622,0.849215,0.928540
54400,0.996842,0.827199,0.771650,0.323973,0.860616,0.849191,0.928581
54464,0.996884,0.827319,0.771531,0.323792,0.860611,0.849167,0.928622
54528,0.996925,0.827438,0.771412,0.323610,0.860606,0.849143,0.928663
54592,0.996967,0.827557,0.771293,0.323430,0.860601,0.849120,0.928704
54656,0.997007,0.827676,0.771174,0.323249,0.860596,0.849096,0.928745
54720,0.997048,0.827795,0.771055,0.323069,0.860591,0.849072,0.928786
54784,0.997088,0.827914,0.770935,0.322889,0.860587,0.849048,0.928827
54848,0.997128,0.828033,0.770816,0.322709,0.860582,0.849025,0.928868
54912,0.997168,0.828151,0.770697,0.322529,0.860578,0.849001,0.928908
54976,0.997208,0.828270,0.770578,0.322350,0.860574,0.848977,0.928949
55040,0.997247,0.828389,0.770458,0.322171,0.860570,0.848953,0.928990
55104,0.997286,0.828508,0.770339,0.321992,0.860566,0.848929,0.929031
55168,0.997324,0.828627,0.770220,0.321814,0.860562,0.848906,0.929072
55232,0.997363,0.828745,0.770100,0.321636,0.860559,0.848882,0.929113
55296,0.997401,0.828864,0.769981,0.321458,0.860555,0.848858,0.929153
55360,0.997439,0.828983,0.769862,0.321280,0.860552,0.848834,0.929194
55424,0.997476,0.829102,0.769742,0.321103,0.860548,0.848810,0.929235
55488,0.997513,0.829220,0.769623,0.320926,0.860545,0.848787,0.929276
55552,0.997550,0.829339,0.769504,0.320749,0.860542,0.848763,0.929316
55616,0.997587,0.829457,0.769384,0.320572,0.860539,0.848739,0.929357
55680,0.997624,0.829576,0.769265,0.320396,0.860537,0.848715,0.929398
55744,0.997660,0.829694,0.769145,0.320220,0.860534,0.848691,0.929438
55808,0.997696,0.829813,0.769026,0.320044,0.860532,0.848668,0.929479
55872,0.997731,0.829931,0.768906,0.319869,0.860529,0.848644,0.929520
55936,0.997766,0.830050,0.768787,0.319693,0.860527,0.848620,0.929560
56000,0.997802,0.830168,0.768667,0.319518,0.860525,0.848596,0.929601
56064,0.997836,0.830286,0.768548,0.319344,0.860523,0.848572,0.929642
56128,0.997871,0.830405,0.768428,0.319169,0.860521,0.848548,0.929682
56192,0.997905,0.830523,0.768309,0.318995,0.860520,0.848525,0.929723
56256,0.997939,0.830641,0.768189,0.318821,0.860518,0.848501,0.929763
56320,0.997973,0.830759,0.768070,0.318648,0.860517,0.848477,0.929804
56384,0.998006,0.830878,0.767950,0.318474,0.860516,0.848453,0.929844
56448,0.998039,0.830996,0.767831,0.318301,0.860514,0.848429,0.929885
56512,0.998072,0.831114,0.767711,0.318128,0.860513,0.848405,0.929925
56576,0.998105,0.831232,0.767591,0.317956,0.860513,0.848381,0.929966
56640,0.998137,0.831350,0.767472,0.317783,0.860512,0.848357,0.930006
56704,0.998169,0.831468,0.767352,0.317611,0.860511,0.848334,0.930047
56768,0.998201,0.831586,0.767233,0.317440,0.860511,0.848310,0.930087
56832,0.998232,0.831704,0.767113,0.317268,0.860510,0.848286,0.930128
56896,0.998263,0.831822,0.766993,0.317097,0.860510,0.848262,0.930168
56960,0.998294,0.831940,0.766874,0.316926,0.860510,0.848238,0.930208
57024,0.998325,0.832058,0.766754,0.316755,0.860510,0.848214,0.930249
57088,0.998355,0.832176,0.766634,0.316585,0.860510,0.848190,0.930289
57152,0.998385,0.832294,0.766514,0.316415,0.860511,0.848166,0.930329
57216,0.998415,0.832411,0.766395,0.316245,0.860511,0.848142,0.930370
57280,0.998445,0.832529,0.766275,0.316075,0.860512,0.848118,0.930410
57344,0.998474,0.832647,0.766155,0.315906,0.860512,0.848095,0.930450
57408,0.998503,0.832765,0.766035,0.315736,0.860513,0.848071,0.930491
57472,0.998531,0.832882,0.765916,0.315567,0.860514,0.848047,0.930531
57536,0.998560,0.833000,0.765796,0.315399,0.860515,0.848023,0.930571
57600,0.998588,0.833118,0.765676,0.315230,0.860516,0.847999,0.930611
57664,0.998616,0.833235,0.765556,0.315062,0.860518,0.847975,0.930652
57728,0.998643,0.833353,0.765436,0.314895,0.860519,0.847951,0.930692
57792,0.998671,0.833470,0.765316,0.314727,0.860521,0.847927,0.930732
57856,0.998698,0.833588,0.765196,0.314560,0.860523,0.847903,0.930772
57920,0.998725,0.833705,0.765077,0.314393,0.860524,0.847879,0.930812
57984,0.998751,0.833823,0.764957,0.314226,0.860526,0.847855,0.930852
58048,0.998777,0.833940,0.764837,0.314059,0.860529,0.847831,0.930893
58112,0.998803,0.834057,0.764717,0.313893,0.860531,0.847807,0.930933
58176,0.998829,0.834175,0.764597,0.313727,0.860533,0.847783,0.930973
58240,0.998854,0.834292,0.764477,0.313561,0.860536,0.847759,0.931013
58304,0.998879,0.834409,0.764357,0.313396,0.860538,0.847735,0.931053
58368,0.998904,0.834526,0.764237,0.313230,0.860541,0.847711,0.931093
58432,0.998929,0.834644,0.764117,0.313066,0.860544,0.847687,0.931133
58496,0.998953,0.834761,0.763997,0.312901,0.860547,0.847663,0.931173
58560,0.998977,0.834878,0.763877,0.312736,0.860550,0.847639,0.931213
58624,0.999000,0.834995,0.763757,0.312572,0.860553,0.847615,0.931253
58688,0.999024,0.835112,0.763637,0.312408,0.860557,0.847592,0.931293
58752,0.999047,0.835229,0.763517,0.312244,0.860560,0.847568,0.931333
58816,0.999070,0.835346,0.763397,0.312081,0.860564,0.847544,0.931373
58880,0.999093,0.835463,0.763277,0.311918,0.860568,0.847520,0.931413
58944,0.999115,0.835580,0.763157,0.311755,0.860572,0.847496,0.931453
59008,0.999137,0.835697,0.763036,0.311592,0.860576,0.847471,0.931493
59072,0.999159,0.835814,0.762916,0.311430,0.860580,0.847447,0.931532
59136,0.999180,0.835931,0.762796,0.311268,0.860584,0.847423,0.931572
59200,0.999201,0.836048,0.762676,0.311106,0.860588,0.847399,0.931612
59264,0.999222,0.836165,0.762556,0.310944,0.860593,0.847375,0.931652
59328,0.999243,0.836281,0.762436,0.310783,0.860598,0.847351,0.931692
59392,0.999263,0.836398,0.762315,0.310622,0.860602,0.847327,0.931732
